,tweet,tweet_preprocessing,sentimen
734,"ww banyak juga ya, nih kamu berkesempatan menangin total hadiah jt, caranya gampang banget, top up produk virtuaâ€¦",ww ya nih berkesempatan menangin total hadiah jt gampang banget top up produk virtuaâ ,positif
735,"hai kak maaf atas kendalanya ya, yuk dm bella untuk infoin detail kendala kamu ya kak. :) ^bdp",hai kak maaf kendalanya ya yuk dm bella infoin detail kendala ya kak bdp,negatif
736,"mau invest emas di bukalapak, baru ada rupiah",invest emas bukalapak rupiah,positif
737,"maaf atas kendala kamu ya kak, mohon infoin ke bella via dm nomor transaksinya, bukti resi fisik, daâ€¦",maaf kendala ya kak mohon infoin bella via dm nomor transaksinya bukti resi fisik daâ ,negatif
738,yang mau order pomade bisa langsung &gt;&gt;&gt; bukalapak,order pomade langsung gt gt gt bukalapak,positif
739,"hai kak maaf atas kendala kamu ya, mohon infokan ke bella secara detail terkait kendala kamu ya, dan infâ€¦",hai kak maaf kendala ya mohon infokan bella detail terkait kendala ya infâ ,negatif
740,"biar belanja kamu makin hemat, jangan lupa pake voucher dari bank mandiri nih, lumayan banget ada voucher ongkir rpâ€¦",biar belanja hemat lupa pake voucher bank mandiri nih lumayan banget voucher ongkir rpâ ,positif
741,cek disini perlengkapan yang kamu butuhkan ada semua dan harganya terbaik untuk kamu.,cek perlengkapan butuhkan harganya terbaik ,positif
742,salam. mohon dibantu no transaksi: agar dana dr transaksi masuk ke dompet bl sy krn pktâ€¦,salam mohon dibantu no transaksi dana dr transaksi masuk dompet bl sy krn pktâ ,negatif
743,"hai kak, maaf banget atas kendala kamu ya. mohon dapat diinfokan ke bella nomor transaksi, alamat eâ€¦",hai kak maaf banget kendala ya mohon diinfokan bella nomor transaksi alamat eâ ,negatif
744,"hai kak, maaf atas kendalanya ya. dapat bella diinfokan detail kendala kamu melalui dm ya kak, mohon diâ€¦",hai kak maaf kendalanya ya bella diinfokan detail kendala dm ya kak mohon diâ ,negatif
745,hai kak. mohon maaf atas kendala yang dialami. terkait kendala kakak bisa diinfokan ke bella lewat dm ya kak. :) ^ar,hai kak mohon maaf kendala dialami terkait kendala kakak diinfokan bella dm ya kak ar,negatif
746,saya beli buka mas rb yang masuk saldo kok tinggal . sisanya kemana,beli buka mas rb masuk saldo tinggal sisanya kemana,negatif
747,"hi selamat kamu terpilih sebagai pemenang kuis, cek dm kamu ya!",hi selamat terpilih pemenang kuis cek dm ya ,positif
748,ada yang ngasih kamu emas nih! ambil hadiah emasnya sekarang:,ngasih emas nih ambil hadiah emasnya ,positif
749,"hallo saya membeli pelatihan prakerja di bukalapak, dan sudah menyelesaikan pelatihan saya di skill aâ€¦",hallo membeli pelatihan prakerja bukalapak menyelesaikan pelatihan skill aâ ,positif
750,dulu pernah kejadian tapi bukan di shopee tapi di bukalapak dan bisa di balikin akunku,kejadian shopee bukalapak balikin akunku,negatif
751,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
752,malam min itu knp ga bisa login ya? padhal udah bener semua sms kode juga bener tapi gagalâ€¦,malam min knp ga login ya padhal udah bener sms kode bener gagalâ ,negatif
753,saya mengajakmu bergabung ke bukalapak dan memberikanmu credits rp.. cek:,mengajakmu bergabung bukalapak memberikanmu credits rp cek ,positif
754,"baik kak, maaf atas kendalanya ya kak. bella bantu kendala kakak melalui inbox ya kak, silakan kakakâ€¦",kak maaf kendalanya ya kak bella bantu kendala kakak inbox ya kak silakan kakakâ ,negatif
755,mega app ma mitra bukalapak tu logonya agak mirip kalo ada notif suka binun,mega app ma mitra bukalapak tu logonya kalo notif suka binun,negatif
756,"hai kak, maaf banget ya atas kendalanya, terkait kendala kamu, yuk infoin ke bella alamat email dan nâ€¦",hai kak maaf banget ya kendalanya terkait kendala yuk infoin bella alamat email nâ ,negatif
757,kak bukalapak eror ya.. otp sms gak masukâ² dari tadi pagi,kak bukalapak eror ya otp sms gak masukâ² pagi,negatif
758,"hai kak maaf atas kendala yang kamu alami ya kak. bella akan bantu cek dulu ya, yuk infoin alamatâ€¦",hai kak maaf kendala alami ya kak bella bantu cek ya yuk infoin alamatâ ,negatif
759,"reksadana dong! karena mudah transaksi beli &amp; jualnya, harganya terjangkau sesuai budget, pilihan portfoâ€¦",reksadana mudah transaksi beli amp jualnya harganya terjangkau sesuai budget pilihan portfoâ ,positif
760,"halo kak wah bukalapak ada juga dong kak iklan di tv, jangan sampe ketinggalan liat iklannya kak ðÿ˜‰ ^an",halo kak bukalapak kak iklan tv sampe ketinggalan liat iklannya kak ðÿ an,positif
761,kubah masjid enamel &amp; stainless harga murah bisa dipesan melalui di,kubah masjid enamel amp stainless harga murah dipesan,positif
762,"kok udah ga ada iklan di tv si min, ga mau ikutan ky yg lain ?",udah ga iklan tv si min ga ikutan ky yg ,negatif
763,cek disini perlengkapan yang kamu butuhkan ada semua dan harganya terbaik untuk kamu.,cek perlengkapan butuhkan harganya terbaik ,positif
764,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
765,"namun, mereka tidak memiliki cukup bukti yang menunjukkan perbaikan pasien yang signifikanâ€¦",memiliki bukti perbaikan pasien signifikanâ ,negatif
766,"halo min, saya mau register di buka lapak tapi ga keluar otp di nomor hp saya. kenapa ya?",halo min register buka lapak ga otp nomor hp ya ,negatif
767,"hai kak maaf banget nih buat kendalanya, karena keterbatasan karakter yuk pindah dm kak biar ngobrolnya lâ€¦",hai kak maaf banget nih kendalanya keterbatasan karakter yuk pindah dm kak biar ngobrolnya lâ ,negatif
768,saya mengajakmu bergabung ke bukalapak dan memberikanmu credits rp.. cek:,mengajakmu bergabung bukalapak memberikanmu credits rp cek ,positif
769,"nomor transaksi , dengan nomor resi , paket kirimâ€¦",nomor transaksi nomor resi paket kirimâ ,negatif
770,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
771,minisite blogger responsiv untul bisnis reseller tokopedia bukalapak dll,minisite blogger responsiv untul bisnis reseller tokopedia bukalapak dll,positif
772,maaf banget ya bikin ngga nyaman. terkait hal tersebut mohon informasikan nomor telepon dan alamat eâ€¦,maaf banget ya bikin ngga nyaman terkait mohon informasikan nomor telepon alamat eâ ,negatif
773,untuk user bukalapak cek favorit :),user bukalapak cek favorit ,netral
774,apakah fitur [jual banyak barang sekaligus] dengan [varian] sudah tidak bisa? karena tidak ada pilihan dâ€¦,fitur jual barang varian pilihan dâ ,negatif
775,barang saya blm nyampe nih kak,barang blm nyampe nih kak,negatif
776,"tolong dong klo memang refund dikembalikan sesuai yg semestinya, refund pulsa di serbu honda beat sesuaiâ€¦",tolong klo refund dikembalikan sesuai yg semestinya refund pulsa serbu honda beat sesuaiâ ,negatif
777,bukalapak chino k | jaket jeans k | kemeja denim k | dll &gt; pin:fce | hp: &lt;,bukalapak chino k jaket jeans k kemeja denim k dll gt pin fce hp lt ,positif
778,gx bukalapak ja?,gx bukalapak ja ,netral
779,ada maybe bund di bukalapak,maybe bund bukalapak,positif
780,cara berjualan online di bukalapak versi mobile android dan desktop,berjualan online bukalapak versi mobile android desktop,positif
781,anjim twitter gua jadi kaya bukalapak lama lama,anjim twitter gua kaya bukalapak,negatif
782,"kalau saldo gaditerusin ke buka dompet penjual, buat apa disetujui merubah resi otomatis ke manual. kan rugi penjuaâ€¦",saldo gaditerusin buka dompet penjual disetujui merubah resi otomatis manual rugi penjuaâ ,negatif
783,asli sisten jualan di bl bobrok. sudah jelas barang dikirim pake resi manual dan disetujui pihak bl. tapi malah minâ€¦,asli sisten jualan bl bobrok barang dikirim pake resi manual disetujui bl minâ ,negatif
784,cek disini perlengkapan yang kamu butuhkan ada semua dan harganya terbaik untuk kamu.,cek perlengkapan butuhkan harganya terbaik ,positif
785,"biarcepet laku untuk spefikasi dm aj harga , free ongkir rekber tokped/bukalapak",biarcepet laku spefikasi dm aj harga free ongkir rekber tokped bukalapak,positif
786,"halo min, saya tiba tiba dpt sms notifikasi untuk ganti no telf akun bl saya, dapet email juga. ini kenapa ya?",halo min dpt sms notifikasi ganti no telf akun bl dapet email ya ,negatif
787,berguru dong,berguru,netral
788,woi ini gimana tanggung jawabnya udah hari loh saldo emoney rb ga masuk juga. parah banget sih lamaâ€¦,woi gimana tanggung udah loh saldo emoney rb ga masuk parah banget sih lamaâ ,negatif
789,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,netral
790,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,netral
791,"for sale. like new. pengiriman dari tangsel. transaksi hanya melalui bukalapak. shopee by request. boleh nego, tp jâ€¦",for sale like new pengiriman tangsel transaksi bukalapak shopee by request nego tp jâ ,positif
792,yakiiin? ada yang kamu lho nanti jam malem ðÿ¥°,yakiiin lho jam malem ðÿ ,netral
793,"ðÿ†–ðÿ†— enyah lo, jgn promosi bukalapak disini",ðÿ ðÿ enyah lo jgn promosi bukalapak,negatif
794,"aku suka ngulik-ngulik aplikasi keuangan. selama ini kami pakai buka reksa di aplikasi bukalapak, bareksa, sama terâ€¦",suka ngulik ngulik aplikasi keuangan pakai buka reksa aplikasi bukalapak bareksa terâ ,positif
795,"buibuuuukk, nanti jam udah tau belum mau ngapain nih? coba sini reply twit ini, pada mau ngapainðÿ¥°",buibuuuukk jam udah tau ngapain nih coba reply twit ngapainðÿ ,netral
796,hai kak dengan senang hati bella informasikan untuk mengaktifkan kurir lapak dapat dilakukan dengan lâ€¦,hai kak senang hati bella informasikan mengaktifkan kurir lapak lâ ,positif
797,"bukalapak punya anak bangsa. minimal lu hargain bos,",bukalapak anak bangsa minimal lu hargain bos ,negatif
798,"stok kuota yang banyak supaya bisa streaming film dengan weekend ini! oiya, registrasi juga kartuhalâ€¦",stok kuota streaming film weekend oiya registrasi kartuhalâ ,positif
799,no need.. sudah cukup buang waktu.. say no to bukalapak,no need buang say no to bukalapak,negatif
800,"saya kesulitan dalam pengiriman. karena barang yang saya jual terlalu berat, mohon bantuannya agar sayaâ€¦",kesulitan pengiriman barang jual berat mohon bantuannya sayaâ ,negatif
801,hallo kak maaf nih saldo dan pulsa kakak belum masuk. pindah dm yuk kak ngobrolnya biar lebih enak dan aâ€¦,hallo kak maaf nih saldo pulsa kakak masuk pindah dm yuk kak ngobrolnya biar enak aâ ,negatif
802,kalau ternyata kurang gimana ya min? kita harus transfer selisihnya balik?,gimana ya min transfer selisihnya ,negatif
803,"hi kak, maaf atas ketidaknyamanannya ya kak. bella infokan bahwa proses jual instan tetap mengikuti taâ€¦",hi kak maaf ketidaknyamanannya ya kak bella infokan proses jual instan mengikuti taâ ,negatif
804,saldo dan pulsa nya blm masuk ke saya,saldo pulsa nya blm masuk,negatif
805,"mau movie marathon selama libur panjang? tentu bisa dengan layanan halo kick gold berisi kuota internet gb, mâ€¦",movie marathon libur layanan halo kick gold berisi kuota internet gb mâ ,negatif
806,min mau tny ttg bukareksa yang jual instan dong. kalo jual ternyata nab lbh tinggi kan akan ditransfer sâ€¦,min tny ttg bukareksa jual instan kalo jual nab lbh ditransfer sâ ,netral
807,"hai kak, maaf banget buat kamu nggak nyaman ya kak. yuk infoin detail kendala kamu melalui dm agar dapâ€¦",hai kak maaf banget nggak nyaman ya kak yuk infoin detail kendala dm dapâ ,negatif
808,setelah buang waktu berhari ternayata bukalapak tidak melindungi pelangan dan berpihak kepada pelapakâ€¦,buang berhari ternayata bukalapak melindungi pelangan berpihak pelapakâ ,negatif
809,"rt setelah bikin ginian, domain yang sebelumnya masih available langsung dibeli sama seseorang. ga tau apâ€¦",rt bikin ginian domain available langsung dibeli ga tau apâ ,negatif
810,"rt setelah bikin ginian, domain yang sebelumnya masih available langsung dibeli sama seseorang. ga tau apâ€¦",rt bikin ginian domain available langsung dibeli ga tau apâ ,negatif
811,cara berjualan online di bukalapak versi mobile android dan desktop,berjualan online bukalapak versi mobile android desktop,positif
812,"hai kak, mohon maaf sebelumnya. yuk pindah dm, serta infokan kendala kamu secara detail beserta email danâ€¦",hai kak mohon maaf yuk pindah dm infokan kendala detail beserta email danâ ,negatif
813,"tolong dibantu penjualan dengan no ,sebab pesanan sudah diterima oleh pembeli, tapi pembeliâ€¦",tolong dibantu penjualan no pesanan diterima pembeli pembeliâ ,negatif
814,"waah kalau saya sih milih investasi emas yah, karena emas itu harganya naik terus dan cenderung stabil,â€¦",waah sih milih investasi emas yah emas harganya cenderung stabil â ,positif
815,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
816,rupiah buat apa mhank???,rupiah mhank ,netral
817,"hai, kak. jika kakak mengalami kendala terkait mitra bukalapak bisa menghubungi cs mitra bukalapak pada liâ€¦",hai kak kakak mengalami kendala terkait mitra bukalapak menghubungi cs mitra bukalapak liâ ,negatif
818,"siang kak, maaf buat kendala sertifikatnya nih jadi bikin nunggu lama ðÿ™ tapi jika bella cek kendalanâ€¦",siang kak maaf kendala sertifikatnya nih bikin nunggu ðÿ bella cek kendalanâ ,negatif
819,"hai kak, maaf atas ketidaknyamanannya. yuk pindah dm serta informasikan kendala serta email dan nomoâ€¦",hai kak maaf ketidaknyamanannya yuk pindah dm informasikan kendala email nomoâ ,negatif
820,"daftarnya selesai, tinggal nunggu info &amp; mengikuti trainingnya",daftarnya selesai tinggal nunggu info amp mengikuti trainingnya,netral
821,min kok bukalapak semakin lama semakin lemot yaa aplikasinya nya,min bukalapak lemot yaa aplikasinya nya,positif
822,mantap.. bln sudah kelas blm slesai. gimana mau beli lagi. eummmm,mantap bln kelas blm slesai gimana beli eummmm,negatif
823,"buat kamu-kamu peserta kartu prakerja gelombang , jangan lupa ya untuk beli pelatihan pertamanya, karena batas akâ€¦",peserta kartu prakerja gelombang lupa ya beli pelatihan pertamanya batas akâ ,positif
824,jangan nnti yg bukalapak ngitung harganya bingung,nnti yg bukalapak ngitung harganya bingung,negatif
825,bukankah para pengawal dan yang membuat besar perusahaan seperti gojek dan bukalapak yang menggerakkanâ€¦,pengawal perusahaan gojek bukalapak menggerakkanâ ,negatif
826,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
827,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,netral
828,saya mengajakmu bergabung ke bukalapak dan memberikanmu credits rp.. cek:,mengajakmu bergabung bukalapak memberikanmu credits rp cek ,positif
829,udah tahun gak belanja di bl. banyak toko yang gak verified. trus promo nya gak sebanyak yang hijau. pâ€¦,udah gak belanja bl toko gak verified trus promo nya gak hijau pâ ,negatif
830,hoyong diajar atuh.. ðÿ˜,hoyong diajar atuh ðÿ ,negatif
831,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
832,"jangan di ketawain, kasian :(",ketawain kasian ,negatif
833,emang masih ada yg belanja di bl?,emang yg belanja bl ,negatif
834,investasi emas dong karena menurutku resikonya lebih rendah dan emas juga makin lama makin mahal selainâ€¦,investasi emas menurutku resikonya rendah emas mahal selainâ ,positif
835,caranya gimana?ðÿ˜­,gimana ðÿ ,netral
836,hei bos saya sudah rubah orderan buyer sy dari resi otomatis sicepat ke manual jne dan sudah di acc bl sâ€¦,hei bos rubah orderan buyer sy resi otomatis sicepat manual jne acc bl sâ ,negatif
837,jasa topup dompet digital,jasa topup dompet digital,netral
838,jualan apaa nder? tips dong..,jualan apaa nder tips ,netral
839,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
840,reksadana karena saya suka berinvestasi,reksadana suka berinvestasi,positif
841,rt mau ganti smartphone dengan kapasitas battery terbesar pertama di indonesia? kuy ikutan xtreme flash sale di samsung officiaâ€¦,rt ganti smartphone kapasitas battery terbesar indonesia kuy ikutan xtreme flash sale samsung officiaâ ,positif
842,min. bsa bantu alamat kantor sicepat d lhokseumawe aceh?,min bsa bantu alamat kantor sicepat d lhokseumawe aceh ,netral
843,"hub transit tuh maksudnya gimana? gak jalan jalan dari kemarin, tgl merah juga libur?",hub transit tuh maksudnya gimana gak jalan jalan kemarin tgl merah libur ,negatif
844,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
845,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
846,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
847,"jual kejutan kejutan francine pascal rp | pesan via bukalapak, klik â†’",jual kejutan kejutan francine pascal rp pesan via bukalapak klik â ,negatif
848,shopee di k-vision dan bukalapak di kvision,shopee k vision bukalapak kvision,positif
849,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
850,karna no ribet dan bisa dijadiin tabungan buat masa depan,karna no ribet dijadiin tabungan,negatif
851,cek produk new update &gt;&gt;&gt; bukalapak &gt;&gt;,cek produk new update gt gt gt bukalapak gt gt ,positif
852,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,positif
853,hallah typo. kok jadi pelawak.. maksudnya pelapak.ðÿ˜“,hallah typo pelawak maksudnya pelapak ðÿ ,negatif
854,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
855,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
856,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
857,"baik kak, maaf atas ketidaknyamanannya ya. terkait transaksi kamu mohon untuk menunggu pelapâ€¦",kak maaf ketidaknyamanannya ya terkait transaksi mohon menunggu pelapâ ,negatif
858,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
859,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
860,"selain shopee di lazada, tokped, atau bukalapak ada gaaa",shopee lazada tokped bukalapak gaaa,negatif
861,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
862,"kalo aku lebih suka investasi lewat reksadana. sebenernya kalo ada uang lebih, investasi emas juga ga maâ€¦",kalo suka investasi reksadana sebenernya kalo uang investasi emas ga maâ ,positif
863,"kalo ada link shoopie, tokped, bukalapak..sekalian dicantumkan...jadi yg beli gak ragu ..soalnya banyak juga seller yg nipu..ðÿ™ðÿ™",kalo link shoopie tokped bukalapak dicantumkan yg beli gak ragu seller yg nipu ðÿ ðÿ ,negatif
864,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
865,"semenjak pandemi, market menjadi tak karuan alias crash, itulah kesempatanku untuk konsisten nabung reksâ€¦",semenjak pandemi market karuan alias crash kesempatanku konsisten nabung reksâ ,positif
866,minisite blogger responsiv untul bisnis reseller tokopedia bukalapak dll,minisite blogger responsiv untul bisnis reseller tokopedia bukalapak dll,positif
867,cek disini perlengkapan yang kamu butuhkan ada semua dan harganya terbaik untuk kamu.,cek perlengkapan butuhkan harganya terbaik ,netral
868,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
869,"hai kak, maaf ya buat kendala. kuyy bella bantu kak, infoin nomor telepon dan email akun bukalapak kamâ€¦",hai kak maaf ya kendala kuyy bella bantu kak infoin nomor telepon email akun bukalapak kamâ ,negatif
870,"alhamadulillah nya saia dapat koneksi untuk intern nanti kalau mau d bukalapak, yayyyyy",alhamadulillah nya saia koneksi intern d bukalapak yayyyyy,positif
871,"rt akan dipilih pemenang beruntung secara acak, yang akan kita kasih saldo reksadana/emas, masing-masing rp ribu!",rt dipilih pemenang beruntung acak kasih saldo reksadana emas rp ribu ,positif
872,"investasi reksadana karena mudah dan risiko kerugiannya kecil, saya suka investasi reksadana karena awalâ€¦",investasi reksadana mudah risiko kerugiannya suka investasi reksadana awalâ ,positif
873,"sama-sama kak, kalau ada kendala lain di bukalapak tinggal colek mimin bella ya ðÿ˜‰ ^jbt",kak kendala bukalapak tinggal colek mimin bella ya ðÿ jbt,positif
874,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
875,"siap kak, sama-sama ya. kalau ada kendala lain di bukalapak bisa hubungi bella lagi ðÿ–¤ ^jbt",kak ya kendala bukalapak hubungi bella ðÿ jbt,positif
876,ternyata ada tampilan e-com yg lebih bikin pusing dari bukalapak. zilingoooo ampun pusing bener mau cari barang juga,tampilan e com yg bikin pusing bukalapak zilingoooo ampun pusing bener cari barang,negatif
877,notif bukalapak ngeri sehari bisa sampai puluhan kali,notif bukalapak ngeri sehari puluhan kali,negatif
878,"mbok kiro gojek, toped, bukalapak iku duduk garapane milenial a",mbok kiro gojek toped bukalapak iku duduk garapane milenial a,positif
879,terakhir transaksi okt .. dan sudah clear. tapi no resinya tidak sama dengan resi dari sms tsb.,transaksi okt clear no resinya resi sms tsb ,negatif
880,"permisi, share ready stock tokyobike jika ada yang cari city bike dan kids bike. more coming soon. terima kasihâ€¦",permisi share ready stock tokyobike cari city bike kids bike more coming soon terima kasihâ ,positif
881,"hai kak, maaf membuat kamu tidak nyaman ya kak. terkait dengan pemberitahuan dari aplikasi bukalapak, kamuâ€¦",hai kak maaf nyaman ya kak terkait pemberitahuan aplikasi bukalapak kamuâ ,negatif
882,"baik kak mohon maaf sebelumnya, namun apakah kakak sebelumnya memang tidak ada transaksi yang ada hubungâ€¦",kak mohon maaf kakak transaksi hubungâ ,negatif
883,kalau yg sekarang dapat sms dari bukalapak.,yg sms bukalapak ,positif
884,terimakasih infonyaðÿ™ðÿ‘,terimakasih infonyaðÿ ðÿ ,positif
885,saya pernah hampir ketipu. untung keburu curiga. saya ikutin semua petunjuk dari pelapak. teruâ€¦,ketipu untung keburu curiga ikutin petunjuk pelapak teruâ ,negatif
886,"rt twitter please do your magic dong, gue tau akun gue kecil, tapi tolong di retweet siapa tau ada yg pernah ketipu sama dia (â€¦",rt twitter please do your magic gue tau akun gue tolong retweet tau yg ketipu â ,negatif
